Tanggal,Produk,Ulasan,label,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
4 hari lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic series Hijab 8.5 KG PAW 8527,"barang sesuai pesanan,  original,  pengiriman cepat,  respon penjual baik. . . ",1,barang sesuai pesanan original pengiriman cepat respon penjual baik,"['barang', 'sesuai', 'pesanan', 'original', 'pengiriman', 'cepat', 'respon', 'penjual', 'baik']","['barang', 'sesuai', 'pesanan', 'original', 'pengiriman', 'cepat', 'respon', 'penjual', 'baik']","['barang', 'sesuai', 'pesanan', 'pengiriman', 'cepat', 'respon', 'penjual']","['barang', 'sesuai', 'pesan', 'kirim', 'cepat', 'respon', 'jual']",barang sesuai pesan kirim cepat respon jual
5 hari lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 8 KG PWM 8076,top markotop,1,top markotop,"['top', 'markotop']","['top', 'markotop']",['markotop'],['markotop'],markotop
5 hari lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 7 KG PWM 7076,"alhamdulillah barang sudah sampai dengan selamat,  admin ramah,  kurirnya juga ramah.  cuman pengiriman agak lama karna libur panjang. 
overall baguuuss semuanyaa,  terima kas. . .  ",1,alhamdulillah barang sudah sampai dengan selamat admin ramah kurirnya juga ramah cuman pengiriman agak lama karna libur panjang overall baguuuss semuanyaa terima kas,"['alhamdulillah', 'barang', 'sudah', 'sampai', 'dengan', 'selamat', 'admin', 'ramah', 'kurirnya', 'juga', 'ramah', 'cuman', 'pengiriman', 'agak', 'lama', 'karna', 'libur', 'panjang', 'overall', 'baguuuss', 'semuanyaa', 'terima', 'kas']","['alhamdulillah', 'barang', 'sudah', 'sampai', 'dengan', 'selamat', 'admin', 'ramah', 'kurirnya', 'juga', 'ramah', 'cuman', 'pengiriman', 'agak', 'lama', 'karena', 'libur', 'panjang', 'overall', 'baguuuss', 'semuanya', 'terima', 'kas']","['alhamdulillah', 'barang', 'selamat', 'admin', 'ramah', 'kurirnya', 'ramah', 'cuman', 'pengiriman', 'libur', 'baguuuss', 'terima', 'kas']","['alhamdulillah', 'barang', 'selamat', 'admin', 'ramah', 'kurir', 'ramah', 'cuman', 'kirim', 'libur', 'baguuuss', 'terima', 'kas']",alhamdulillah barang selamat admin ramah kurir ramah cuman kirim libur baguuuss terima kas
5 hari lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 10 KG PAW 1028,"mantap barang original,  sesuai diskripsi. sangat membantu kegiatan istri,  semua jadi ringan.  semoga awet",1,mantap barang original sesuai diskripsi sangat membantu kegiatan istri semua jadi ringan semoga awet,"['mantap', 'barang', 'original', 'sesuai', 'diskripsi', 'sangat', 'membantu', 'kegiatan', 'istri', 'semua', 'jadi', 'ringan', 'semoga', 'awet']","['mantap', 'barang', 'original', 'sesuai', 'diskripsi', 'sangat', 'membantu', 'kegiatan', 'istri', 'semua', 'jadi', 'ringan', 'semoga', 'awet']","['mantap', 'barang', 'sesuai', 'diskripsi', 'membantu', 'kegiatan', 'istri', 'ringan', 'semoga', 'awet']","['mantap', 'barang', 'sesuai', 'skripsi', 'bantu', 'giat', 'istri', 'ringan', 'moga', 'awet']",mantap barang sesuai skripsi bantu giat istri ringan moga awet
5 hari lalu,POLYTRON Bluetooth Speaker PMA 9526 /B,"utk pengiriman baiknya disertakan nomor resi,  dan diupdate di tokopedia sehingga customer bs melihat progress pengiriman sampai dimana.  jangan bilangnya sudah masuk pengi. . .  ",0,utk pengiriman baiknya disertakan nomor resi dan diupdate di tokopedia sehingga customer bs melihat progress pengiriman sampai dimana jangan bilangnya sudah masuk pengi,"['utk', 'pengiriman', 'baiknya', 'disertakan', 'nomor', 'resi', 'dan', 'diupdate', 'di', 'tokopedia', 'sehingga', 'customer', 'bs', 'melihat', 'progress', 'pengiriman', 'sampai', 'dimana', 'jangan', 'bilangnya', 'sudah', 'masuk', 'pengi']","['untuk', 'pengiriman', 'baiknya', 'disertakan', 'nomor', 'resi', 'dan', 'diupdate', 'di', 'tokopedia', 'sehingga', 'customer', 'bisa', 'melihat', 'progress', 'pengiriman', 'sampai', 'dimana', 'jangan', 'bilangnya', 'sudah', 'masuk', 'pengi']","['pengiriman', 'baiknya', 'disertakan', 'nomor', 'resi', 'diupdate', 'tokopedia', 'pengiriman', 'dimana', 'bilangnya', 'masuk', 'pengi']","['kirim', 'baik', 'serta', 'nomor', 'resi', 'diupdate', 'tokopedia', 'kirim', 'mana', 'bilang', 'masuk', 'pengi']",kirim baik serta nomor resi diupdate tokopedia kirim mana bilang masuk pengi
5 hari lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,barqng bagus hanya pengiriman lama perlu ditingkatkan pelayqnan. terima kasih,1,barqng bagus hanya pengiriman lama perlu ditingkatkan pelayqnan terima kasih,"['barqng', 'bagus', 'hanya', 'pengiriman', 'lama', 'perlu', 'ditingkatkan', 'pelayqnan', 'terima', 'kasih']","['barqng', 'bagus', 'hanya', 'pengiriman', 'lama', 'perlu', 'ditingkatkan', 'pelayqnan', 'terima', 'kasih']","['barqng', 'bagus', 'pengiriman', 'ditingkatkan', 'pelayqnan', 'terima', 'kasih']","['barqng', 'bagus', 'kirim', 'tingkat', 'pelayqnan', 'terima', 'kasih']",barqng bagus kirim tingkat pelayqnan terima kasih
5 hari lalu,POLYTRON Kulkas 2 Pintu Belleza 210 liter PRM 21DMY,barang sampai dengan aman,1,barang sampai dengan aman,"['barang', 'sampai', 'dengan', 'aman']","['barang', 'sampai', 'dengan', 'aman']","['barang', 'aman']","['barang', 'aman']",barang aman
5 hari lalu,POLYTRON Kulkas 2 Pintu Belleza JUMBO Inverter 240 Liter PRW 25VX,"sejauh ini barang bagus,  sudah 5bln pemakaian",1,sejauh ini barang bagus sudah bln pemakaian,"['sejauh', 'ini', 'barang', 'bagus', 'sudah', 'bln', 'pemakaian']","['sejauh', 'ini', 'barang', 'bagus', 'sudah', 'bulan', 'pemakaian']","['barang', 'bagus', 'pemakaian']","['barang', 'bagus', 'pakai']",barang bagus pakai
6 hari lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 7.5 KG PAW 75517,sudah di terima dengan baik. ,1,sudah di terima dengan baik,"['sudah', 'di', 'terima', 'dengan', 'baik']","['sudah', 'di', 'terima', 'dengan', 'baik']",['terima'],['terima'],terima
6 hari lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,bagus juga tv nya dan suara soundbar nya juga mantap,1,bagus juga tv nya dan suara soundbar nya juga mantap,"['bagus', 'juga', 'tv', 'nya', 'dan', 'suara', 'soundbar', 'nya', 'juga', 'mantap']","['bagus', 'juga', 'tv', 'nya', 'dan', 'suara', 'soundbar', 'nya', 'juga', 'mantap']","['bagus', 'tv', 'nya', 'suara', 'soundbar', 'nya', 'mantap']","['bagus', 'tv', 'nya', 'suara', 'soundbar', 'nya', 'mantap']",bagus tv nya suara soundbar nya mantap
6 hari lalu,Polytron AC SMART Neuva Pro SMART AC 1/2 PK PAC 05VZS,pengiriman tepat waktu. .  barang original karena official,1,pengiriman tepat waktu barang original karena official,"['pengiriman', 'tepat', 'waktu', 'barang', 'original', 'karena', 'official']","['pengiriman', 'tepat', 'waktu', 'barang', 'original', 'karena', 'official']","['pengiriman', 'barang']","['kirim', 'barang']",kirim barang
6 hari lalu,POLYTRON Kulkas 2 Pintu Beauty Steel 240 liter PRB 287LB,"bisa muat banyak mutu terjamin sni barangnya original 👍 ada garansi resmi desainnya elegan ✨ gampang dipakai proses pesanan cepat packaging aman 🙏
cek out 2 februari,  p. . .  ",1,bisa muat banyak mutu terjamin sni barangnya original ada garansi resmi desainnya elegan gampang dipakai proses pesanan cepat packaging aman cek out februari,"['bisa', 'muat', 'banyak', 'mutu', 'terjamin', 'sni', 'barangnya', 'original', 'ada', 'garansi', 'resmi', 'desainnya', 'elegan', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'cek', 'out', 'februari']","['bisa', 'muat', 'banyak', 'mutu', 'terjamin', 'sni', 'barangnya', 'original', 'ada', 'garansi', 'resmi', 'desainnya', 'elegan', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'cek', 'out', 'februari']","['muat', 'mutu', 'terjamin', 'sni', 'barangnya', 'garansi', 'resmi', 'desainnya', 'elegan', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'cek', 'februari']","['muat', 'mutu', 'jamin', 'sni', 'barang', 'garansi', 'resmi', 'desain', 'elegan', 'gampang', 'pakai', 'proses', 'pesan', 'cepat', 'packaging', 'aman', 'cek', 'februari']",muat mutu jamin sni barang garansi resmi desain elegan gampang pakai proses pesan cepat packaging aman cek februari
6 hari lalu,POLYTRON Professional Active Speaker PAS PRO12F6,"maaf br kasih ulasan skrg
kualitas bagus",1,maaf br kasih ulasan skrg kualitas bagus,"['maaf', 'br', 'kasih', 'ulasan', 'skrg', 'kualitas', 'bagus']","['maaf', 'baru', 'kasih', 'ulasan', 'sekarang', 'kualitas', 'bagus']","['maaf', 'kasih', 'ulasan', 'kualitas', 'bagus']","['maaf', 'kasih', 'ulas', 'kualitas', 'bagus']",maaf kasih ulas kualitas bagus
6 hari lalu,POLYTRON Smart Projector - PLP 91LFA 120 Inch FHD,"cs ditanya delivery,  jawab normatip seperti robot,  spt tidak ada kepastian. . 
delivery leleeet  info 2 -7 hari tp delay 8 hari total 15 hari dari pembelian,  padahal barang. . .  ",0,cs ditanya delivery jawab normatip seperti robot spt tidak ada kepastian delivery leleeet info hari tp delay hari total hari dari pembelian padahal barang,"['cs', 'ditanya', 'delivery', 'jawab', 'normatip', 'seperti', 'robot', 'spt', 'tidak', 'ada', 'kepastian', 'delivery', 'leleeet', 'info', 'hari', 'tp', 'delay', 'hari', 'total', 'hari', 'dari', 'pembelian', 'padahal', 'barang']","['cs', 'ditanya', 'delivery', 'jawab', 'normatip', 'seperti', 'robot', 'seperti', 'tidak', 'ada', 'kepastian', 'delivery', 'leleeet', 'info', 'hari', 'tapi', 'delay', 'hari', 'total', 'hari', 'dari', 'pembelian', 'padahal', 'barang']","['cs', 'normatip', 'tidak', 'kepastian', 'leleeet', 'info', 'pembelian', 'barang']","['cs', 'normatip', 'tidak', 'pasti', 'leleeet', 'info', 'beli', 'barang']",cs normatip tidak pasti leleeet info beli barang
6 hari lalu,"POLYTRON SMART DIGITAL TV 24""  PLD 24CV1869","terimakasih topet
semoga awet",1,terimakasih topet semoga awet,"['terimakasih', 'topet', 'semoga', 'awet']","['terimakasih', 'topet', 'semoga', 'awet']","['terimakasih', 'topet', 'semoga', 'awet']","['terimakasih', 'topet', 'moga', 'awet']",terimakasih topet moga awet
1 minggu lalu,POLYTRON New Belleza Big Liter Kulkas 2 Pintu PRM 495X,"barang yang datang,  sesuai dengan barang yang dipesan,  ga ada cacat,  datang mulus",1,barang yang datang sesuai dengan barang yang dipesan ga ada cacat datang mulus,"['barang', 'yang', 'datang', 'sesuai', 'dengan', 'barang', 'yang', 'dipesan', 'ga', 'ada', 'cacat', 'datang', 'mulus']","['barang', 'yang', 'datang', 'sesuai', 'denenggakn', 'barang', 'yang', 'dipesan', 'enggak', 'ada', 'cacat', 'datang', 'mulus']","['barang', 'sesuai', 'denenggakn', 'barang', 'dipesan', 'enggak', 'cacat', 'mulus']","['barang', 'sesuai', 'denenggakn', 'barang', 'pes', 'enggak', 'cacat', 'mulus']",barang sesuai denenggakn barang pes enggak cacat mulus
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 9 KG PAW 90518B,mantaaaaaps sesuai ekspektasi,1,mantaaaaaps sesuai ekspektasi,"['mantaaaaaps', 'sesuai', 'ekspektasi']","['mantaaaaaps', 'sesuai', 'ekspektasi']","['mantaaaaaps', 'sesuai', 'ekspektasi']","['mantaaaaaps', 'sesuai', 'ekspektasi']",mantaaaaaps sesuai ekspektasi
1 minggu lalu,POLYTRON Kulkas 2 Pintu Beauty metal door 210 liter PRB 219,"barang sudah sampai,  thx seller + tokped",1,barang sudah sampai thx seller tokped,"['barang', 'sudah', 'sampai', 'thx', 'seller', 'tokped']","['barang', 'sudah', 'sampai', 'thx', 'seller', 'tokped']","['barang', 'thx', 'tokped']","['barang', 'thx', 'tokped']",barang thx tokped
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung 8 KG PAW 8029Y,"barang oke,  sampai cepat cuma 4 hari walaupun lokasi bali timur.  nota lengkap kartu garansi",1,barang oke sampai cepat cuma hari walaupun lokasi bali timur nota lengkap kartu garansi,"['barang', 'oke', 'sampai', 'cepat', 'cuma', 'hari', 'walaupun', 'lokasi', 'bali', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']","['barang', 'oke', 'sampai', 'cepat', 'cuma', 'hari', 'walaupun', 'lokasi', 'bali', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']","['barang', 'oke', 'cepat', 'lokasi', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']","['barang', 'oke', 'cepat', 'lokasi', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']",barang oke cepat lokasi timur nota lengkap kartu garansi
1 minggu lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,barang bagus. .  berfungsi dengan baik. .  pengirimannya juga cepat,1,barang bagus berfungsi dengan baik pengirimannya juga cepat,"['barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengirimannya', 'juga', 'cepat']","['barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengirimannya', 'juga', 'cepat']","['barang', 'bagus', 'berfungsi', 'pengirimannya', 'cepat']","['barang', 'bagus', 'fungsi', 'kirim', 'cepat']",barang bagus fungsi kirim cepat
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 10 KG PAW 10518B,cuma agak lama aja pengirimanya,1,cuma agak lama aja pengirimanya,"['cuma', 'agak', 'lama', 'aja', 'pengirimanya']","['cuma', 'agak', 'lama', 'saja', 'pengirimanya']",['pengirimanya'],['pengirimanya'],pengirimanya
1 minggu lalu,POLYTRON Kulkas 2 Pintu Belleza 220 liter PRM 23DMY,"barang sesuai deskripsi,  bagus,  harga murah
banyak diskon
pengiriman aman
semoga awet",1,barang sesuai deskripsi bagus harga murah banyak diskon pengiriman aman semoga awet,"['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'banyak', 'diskon', 'pengiriman', 'aman', 'semoga', 'awet']","['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'banyak', 'diskon', 'pengiriman', 'aman', 'semoga', 'awet']","['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'diskon', 'pengiriman', 'aman', 'semoga', 'awet']","['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'diskon', 'kirim', 'aman', 'moga', 'awet']",barang sesuai deskripsi bagus harga murah diskon kirim aman moga awet
1 minggu lalu,POLYTRON 4K UHD Smart Cinemax Soundbar Google TV 50 Inch PLD 50BUG5959,pengirimannya prlu ditingkatkan lagi shg pembeli merasa puas,0,pengirimannya prlu ditingkatkan lagi shg pembeli merasa puas,"['pengirimannya', 'prlu', 'ditingkatkan', 'lagi', 'shg', 'pembeli', 'merasa', 'puas']","['pengirimannya', 'perlu', 'ditingkatkan', 'lagi', 'shg', 'pembeli', 'merasa', 'puas']","['pengirimannya', 'ditingkatkan', 'shg', 'pembeli', 'puas']","['kirim', 'tingkat', 'shg', 'beli', 'puas']",kirim tingkat shg beli puas
1 minggu lalu,POLYTRON Kulkas 1 Pintu Metallic 150 Liter PRB 157P,"penyok sedikit,  tapi tidak masalah cuma jadi kurang sempurna aja. ",0,penyok sedikit tapi tidak masalah cuma jadi kurang sempurna aja,"['penyok', 'sedikit', 'tapi', 'tidak', 'masalah', 'cuma', 'jadi', 'kurang', 'sempurna', 'aja']","['penyok', 'sedikit', 'tapi', 'tidak', 'masalah', 'cuma', 'jadi', 'kurang', 'sempurna', 'saja']","['penyok', 'tidak', 'sempurna']","['penyok', 'tidak', 'sempurna']",penyok tidak sempurna
1 minggu lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,cakep barang nya,1,cakep barang nya,"['cakep', 'barang', 'nya']","['cakep', 'barang', 'nya']","['cakep', 'barang', 'nya']","['cakep', 'barang', 'nya']",cakep barang nya
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 9 KG PAW 90518B,"barang datang sudah ada penyokan,  bekas d kardusnya pun ada",0,barang datang sudah ada penyokan bekas kardusnya pun ada,"['barang', 'datang', 'sudah', 'ada', 'penyokan', 'bekas', 'kardusnya', 'pun', 'ada']","['barang', 'datang', 'sudah', 'ada', 'penyokan', 'bekas', 'kardusnya', 'pun', 'ada']","['barang', 'penyokan', 'bekas', 'kardusnya']","['barang', 'penyok', 'bekas', 'kardus']",barang penyok bekas kardus
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,mantap punyaaaaa,1,mantap punyaaaaa,"['mantap', 'punyaaaaa']","['mantap', 'punyaaaaa']","['mantap', 'punyaaaaa']","['mantap', 'punyaaaaa']",mantap punyaaaaa
1 minggu lalu,"POLYTRON DIGITAL LED TV 32"" PLD 32V1853",alhamdulillah sudah sampai. ,1,alhamdulillah sudah sampai,"['alhamdulillah', 'sudah', 'sampai']","['alhamdulillah', 'sudah', 'sampai']",['alhamdulillah'],['alhamdulillah'],alhamdulillah
1 minggu lalu,POLYTRON Bluetooth Speaker PMA 9310 /BG,"barang paket sudah sampai di terima dengan selamat,  pengiriman barang paket cepat dan aman melalui cargo,  kwalitas barang bagus original suara mantap penampilan oke polyt. . .  ",1,barang paket sudah sampai di terima dengan selamat pengiriman barang paket cepat dan aman melalui cargo kwalitas barang bagus original suara mantap penampilan oke polyt,"['barang', 'paket', 'sudah', 'sampai', 'di', 'terima', 'dengan', 'selamat', 'pengiriman', 'barang', 'paket', 'cepat', 'dan', 'aman', 'melalui', 'cargo', 'kwalitas', 'barang', 'bagus', 'original', 'suara', 'mantap', 'penampilan', 'oke', 'polyt']","['barang', 'paket', 'sudah', 'sampai', 'di', 'terima', 'dengan', 'selamat', 'pengiriman', 'barang', 'paket', 'cepat', 'dan', 'aman', 'melalui', 'cargo', 'kwalitas', 'barang', 'bagus', 'original', 'suara', 'mantap', 'penampilan', 'oke', 'polyt']","['barang', 'paket', 'terima', 'selamat', 'pengiriman', 'barang', 'paket', 'cepat', 'aman', 'kwalitas', 'barang', 'bagus', 'suara', 'mantap', 'penampilan', 'oke', 'polyt']","['barang', 'paket', 'terima', 'selamat', 'kirim', 'barang', 'paket', 'cepat', 'aman', 'kwalitas', 'barang', 'bagus', 'suara', 'mantap', 'tampil', 'oke', 'polyt']",barang paket terima selamat kirim barang paket cepat aman kwalitas barang bagus suara mantap tampil oke polyt
1 minggu lalu,POLYTRON Primadona Giant Mesin cuci 2 tabung 14 Kg PWM 1403,semoga lancar dan tahan lama,1,semoga lancar dan tahan lama,"['semoga', 'lancar', 'dan', 'tahan', 'lama']","['semoga', 'lancar', 'dan', 'tahan', 'lama']","['semoga', 'lancar', 'tahan']","['moga', 'lancar', 'tahan']",moga lancar tahan
1 minggu lalu,POLYTRON Active Speaker PAS 8F12,"mantap sesuai pesanan, dan deskripsi , , pakingnya aman,  kualitas original semua berfungsi dengan baik . . . maaf ga bisa kasi foto buat loading susah. . . cukup bintang yg berbic. . .  ",1,mantap sesuai pesanan dan deskripsi pakingnya aman kualitas original semua berfungsi dengan baik maaf ga bisa kasi foto buat loading susah cukup bintang yg berbic,"['mantap', 'sesuai', 'pesanan', 'dan', 'deskripsi', 'pakingnya', 'aman', 'kualitas', 'original', 'semua', 'berfungsi', 'dengan', 'baik', 'maaf', 'ga', 'bisa', 'kasi', 'foto', 'buat', 'loading', 'susah', 'cukup', 'bintang', 'yg', 'berbic']","['mantap', 'sesuai', 'pesanan', 'dan', 'deskripsi', 'pakingnya', 'aman', 'kualitas', 'original', 'semua', 'berfungsi', 'denenggakn', 'baik', 'maaf', 'enggak', 'bisa', 'kasih', 'foto', 'buat', 'loading', 'susah', 'cukup', 'bintang', 'yang', 'berbic']","['mantap', 'sesuai', 'pesanan', 'deskripsi', 'pakingnya', 'aman', 'kualitas', 'berfungsi', 'denenggakn', 'maaf', 'enggak', 'kasih', 'foto', 'susah', 'bintang', 'berbic']","['mantap', 'sesuai', 'pesan', 'deskripsi', 'paking', 'aman', 'kualitas', 'fungsi', 'denenggakn', 'maaf', 'enggak', 'kasih', 'foto', 'susah', 'bintang', 'berbic']",mantap sesuai pesan deskripsi paking aman kualitas fungsi denenggakn maaf enggak kasih foto susah bintang berbic
1 minggu lalu,POLYTRON Kulkas 1 Pintu Beauty Steel 170 liter PRB 177LB,mantap kulkasnya dingin. . ,1,mantap kulkasnya dingin,"['mantap', 'kulkasnya', 'dingin']","['mantap', 'kulkasnya', 'dingin']","['mantap', 'kulkasnya', 'dingin']","['mantap', 'kulkas', 'dingin']",mantap kulkas dingin
1 minggu lalu,POLYTRON Kulkas Mini 50 liter PRH 51R,barang original berfunvsi dengan baik,1,barang original berfunvsi dengan baik,"['barang', 'original', 'berfunvsi', 'dengan', 'baik']","['barang', 'original', 'berfunvsi', 'dengan', 'baik']","['barang', 'berfunvsi']","['barang', 'berfunvsi']",barang berfunvsi
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 9 KG PAW 90518B,pengiriman cepat,1,pengiriman cepat,"['pengiriman', 'cepat']","['pengiriman', 'cepat']","['pengiriman', 'cepat']","['kirim', 'cepat']",kirim cepat
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 10 KG PAW 1028,"baru beli barang gak bisa di pake,  udh panggil teknisi bener eh rusak lagi sampe 5x bolak balik panggil teknisi nya buat benerin tp gak lama rusak lagi.  parah",0,baru beli barang gak bisa di pake udh panggil teknisi bener eh rusak lagi sampe bolak balik panggil teknisi nya buat benerin tp gak lama rusak lagi parah,"['baru', 'beli', 'barang', 'gak', 'bisa', 'di', 'pake', 'udh', 'panggil', 'teknisi', 'bener', 'eh', 'rusak', 'lagi', 'sampe', 'bolak', 'balik', 'panggil', 'teknisi', 'nya', 'buat', 'benerin', 'tp', 'gak', 'lama', 'rusak', 'lagi', 'parah']","['baru', 'beli', 'barang', 'engenggak', 'bisa', 'di', 'pakai', 'sudah', 'panggil', 'teknisi', 'benar', 'eh', 'rusak', 'lagi', 'sampai', 'bolak', 'balik', 'panggil', 'teknisi', 'nya', 'buat', 'benarin', 'tapi', 'engenggak', 'lama', 'rusak', 'lagi', 'parah']","['beli', 'barang', 'engenggak', 'pakai', 'panggil', 'teknisi', 'rusak', 'bolak', 'panggil', 'teknisi', 'nya', 'benarin', 'engenggak', 'rusak']","['beli', 'barang', 'engenggak', 'pakai', 'panggil', 'teknisi', 'rusak', 'bolak', 'panggil', 'teknisi', 'nya', 'benarin', 'engenggak', 'rusak']",beli barang engenggak pakai panggil teknisi rusak bolak panggil teknisi nya benarin engenggak rusak
