Tanggal,Produk,Rating,Label,Ulasan,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
4 hari lalu,"POLYTRON SMART DIGITAL TV 24""  PLD 24CV1869",bintang 1,0,"pembelian pertama. . . .  ini tv penangkap sinyalnya jelek banget,  dirumah ada tv 5 dicobain tetep aja sinyal ilang2an. . . . coba perbaikin bagian produksi. . . saya beli dua tv in. . .  ",pembelian pertama ini tv penangkap sinyalnya jelek banget dirumah ada tv dicobain tetep aja sinyal ilangan coba perbaikin bagian produksi saya beli dua tv in,"['pembelian', 'pertama', 'ini', 'tv', 'penangkap', 'sinyalnya', 'jelek', 'banget', 'dirumah', 'ada', 'tv', 'dicobain', 'tetep', 'aja', 'sinyal', 'ilangan', 'coba', 'perbaikin', 'bagian', 'produksi', 'saya', 'beli', 'dua', 'tv', 'in']","['pembelian', 'pertama', 'inii', 'tv', 'penangkap', 'siniyalnya', 'jelek', 'banget', 'dirumah', 'ada', 'tv', 'dicobaini', 'tetap', 'saja', 'siniyal', 'ilangan', 'coba', 'memperbaiki', 'bagian', 'produksi', 'saya', 'beli', 'dua', 'tv', 'ini']","['pembelian', 'inii', 'tv', 'penangkap', 'siniyalnya', 'jelek', 'banget', 'dirumah', 'tv', 'dicobaini', 'siniyal', 'ilangan', 'coba', 'memperbaiki', 'produksi', 'beli', 'tv']","['beli', 'ini', 'tv', 'tangkap', 'siniyalnya', 'jelek', 'banget', 'rumah', 'tv', 'dicobaini', 'siniyal', 'ilangan', 'coba', 'baik', 'produksi', 'beli', 'tv']",beli ini tv tangkap siniyalnya jelek banget rumah tv dicobaini siniyal ilangan coba baik produksi beli tv
4 hari lalu,POLYTRON Chest Freezer 100 Liter PCF 118,bintang 5,1,"barang sesuai deskripsi,  tidak cacat saat pengiriman,  dites menyala suhunya bisa dingin",barang sesuai deskripsi tidak cacat saat pengiriman dites menyala suhunya bisa dingin,"['barang', 'sesuai', 'deskripsi', 'tidak', 'cacat', 'saat', 'pengiriman', 'dites', 'menyala', 'suhunya', 'bisa', 'dingin']","['barang', 'sesuai', 'deskripsi', 'tidak', 'cacat', 'saat', 'pengiriman', 'dites', 'menyala', 'suhunya', 'bisa', 'dingin']","['barang', 'sesuai', 'deskripsi', 'tidak', 'cacat', 'pengiriman', 'dites', 'menyala', 'suhunya', 'dingin']","['barang', 'sesuai', 'deskripsi', 'tidak', 'cacat', 'kirim', 'tes', 'nyala', 'suhu', 'dingin']",barang sesuai deskripsi tidak cacat kirim tes nyala suhu dingin
4 hari lalu,"POLYTRON Cinemax Soundbar DIGITAL LED TV 32"" PLD 32BV1558",bintang 5,1,barang sudah nyampai sangat cepat. toko ini sangat recommended dan sangat ramah. pelayanan super cepat dan barang super aman dan origonal. sukses selalu seller dan kurir,barang sudah nyampai sangat cepat toko ini sangat recommended dan sangat ramah pelayanan super cepat dan barang super aman dan origonal sukses selalu seller dan kurir,"['barang', 'sudah', 'nyampai', 'sangat', 'cepat', 'toko', 'ini', 'sangat', 'recommended', 'dan', 'sangat', 'ramah', 'pelayanan', 'super', 'cepat', 'dan', 'barang', 'super', 'aman', 'dan', 'origonal', 'sukses', 'selalu', 'seller', 'dan', 'kurir']","['barang', 'sudah', 'nyampai', 'sangat', 'cepat', 'toko', 'ini', 'sangat', 'recommended', 'dan', 'sangat', 'ramah', 'pelayanan', 'super', 'cepat', 'dan', 'barang', 'super', 'aman', 'dan', 'origonal', 'sukses', 'selalu', 'seller', 'dan', 'kurir']","['barang', 'nyampai', 'cepat', 'recommended', 'ramah', 'pelayanan', 'cepat', 'barang', 'aman', 'origonal', 'sukses', 'kurir']","['barang', 'nyampai', 'cepat', 'recommended', 'ramah', 'layan', 'cepat', 'barang', 'aman', 'origonal', 'sukses', 'kurir']",barang nyampai cepat recommended ramah layan cepat barang aman origonal sukses kurir
4 hari lalu,POLYTRON Kulkas 2 Pintu Beauty metal door 210 liter PRB 219,bintang 3,0,"banyak kendala nya ketika memesan,  banyak drama,  dan pengiriman lama juga",banyak kendala nya ketika memesan banyak drama dan pengiriman lama juga,"['banyak', 'kendala', 'nya', 'ketika', 'memesan', 'banyak', 'drama', 'dan', 'pengiriman', 'lama', 'juga']","['banyak', 'kendala', 'nya', 'ketika', 'memesan', 'banyak', 'drama', 'dan', 'pengiriman', 'lama', 'juga']","['kendala', 'nya', 'memesan', 'pengiriman']","['kendala', 'nya', 'mes', 'kirim']",kendala nya mes kirim
5 hari lalu,POLYTRON Kulkas 1 Pintu Beauty metal door 170 liter PRB 179,bintang 5,1,alhamdulillah barangnya sangat bagus🥰,alhamdulillah barangnya sangat bagus,"['alhamdulillah', 'barangnya', 'sangat', 'bagus']","['alhamdulillah', 'barangnya', 'sangat', 'bagus']","['alhamdulillah', 'barangnya', 'bagus']","['alhamdulillah', 'barang', 'bagus']",alhamdulillah barang bagus
5 hari lalu,"POLYTRON Cinemax Digital LED TV 32"" PLD 32TV1855",bintang 5,1,"stock habis pengiriman lamaaaa, , ",stock habis pengiriman lamaaaa,"['stock', 'habis', 'pengiriman', 'lamaaaa']","['stock', 'habis', 'pengiriman', 'lamaaaa']","['habis', 'pengiriman', 'lamaaaa']","['habis', 'kirim', 'lamaaaa']",habis kirim lamaaaa
5 hari lalu,"POLYTRON SMART DIGITAL TV 24""  PLD 24CV1869",bintang 5,1,"berfungsi bgt baik alhamdulillah selamat sampai tujuan hanya pengiriman yang lama . 
kk untuk klaim gratis langganan mola aksesnya gimana ?",berfungsi bgt baik alhamdulillah selamat sampai tujuan hanya pengiriman yang lama kk untuk klaim gratis langganan mola aksesnya gimana,"['berfungsi', 'bgt', 'baik', 'alhamdulillah', 'selamat', 'sampai', 'tujuan', 'hanya', 'pengiriman', 'yang', 'lama', 'kk', 'untuk', 'klaim', 'gratis', 'langganan', 'mola', 'aksesnya', 'gimana']","['berfungsi', 'banget', 'baik', 'alhamdulillah', 'selamat', 'sampai', 'tujuan', 'hanya', 'pengiriman', 'yang', 'lama', 'kakak', 'untuk', 'klaim', 'gratis', 'langganan', 'mola', 'aksesnya', 'bagaimana']","['berfungsi', 'banget', 'alhamdulillah', 'selamat', 'tujuan', 'pengiriman', 'kakak', 'klaim', 'langganan', 'aksesnya']","['fungsi', 'banget', 'alhamdulillah', 'selamat', 'tuju', 'kirim', 'kakak', 'klaim', 'langgan', 'akses']",fungsi banget alhamdulillah selamat tuju kirim kakak klaim langgan akses
5 hari lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic series Hijab 8.5 KG PAW 8527,bintang 5,1,"barang sesuai pesanan,  original,  pengiriman cepat,  respon penjual baik. . . ",barang sesuai pesanan original pengiriman cepat respon penjual baik,"['barang', 'sesuai', 'pesanan', 'original', 'pengiriman', 'cepat', 'respon', 'penjual', 'baik']","['barang', 'sesuai', 'pesanan', 'original', 'pengiriman', 'cepat', 'respon', 'penjual', 'baik']","['barang', 'sesuai', 'pesanan', 'pengiriman', 'cepat', 'respon', 'penjual']","['barang', 'sesuai', 'pesan', 'kirim', 'cepat', 'respon', 'jual']",barang sesuai pesan kirim cepat respon jual
6 hari lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 8 KG PWM 8076,bintang 5,1,top markotop,top markotop,"['top', 'markotop']","['top', 'markotop']",['markotop'],['markotop'],markotop
6 hari lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 7 KG PWM 7076,bintang 5,1,"alhamdulillah barang sudah sampai dengan selamat,  admin ramah,  kurirnya juga ramah.  cuman pengiriman agak lama karna libur panjang. 
overall baguuuss semuanyaa,  terima kas. . .  ",alhamdulillah barang sudah sampai dengan selamat admin ramah kurirnya juga ramah cuman pengiriman agak lama karna libur panjang overall baguuuss semuanyaa terima kas,"['alhamdulillah', 'barang', 'sudah', 'sampai', 'dengan', 'selamat', 'admin', 'ramah', 'kurirnya', 'juga', 'ramah', 'cuman', 'pengiriman', 'agak', 'lama', 'karna', 'libur', 'panjang', 'overall', 'baguuuss', 'semuanyaa', 'terima', 'kas']","['alhamdulillah', 'barang', 'sudah', 'sampai', 'dengan', 'selamat', 'admin', 'ramah', 'kurirnya', 'juga', 'ramah', 'cuman', 'pengiriman', 'agak', 'lama', 'karena', 'libur', 'panjang', 'overall', 'baguuuss', 'semuanya', 'terima', 'kas']","['alhamdulillah', 'barang', 'selamat', 'admin', 'ramah', 'kurirnya', 'ramah', 'cuman', 'pengiriman', 'libur', 'baguuuss', 'terima', 'kas']","['alhamdulillah', 'barang', 'selamat', 'admin', 'ramah', 'kurir', 'ramah', 'cuman', 'kirim', 'libur', 'baguuuss', 'terima', 'kas']",alhamdulillah barang selamat admin ramah kurir ramah cuman kirim libur baguuuss terima kas
6 hari lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 10 KG PAW 1028,bintang 5,1,"mantap barang original,  sesuai diskripsi. sangat membantu kegiatan istri,  semua jadi ringan.  semoga awet",mantap barang original sesuai diskripsi sangat membantu kegiatan istri semua jadi ringan semoga awet,"['mantap', 'barang', 'original', 'sesuai', 'diskripsi', 'sangat', 'membantu', 'kegiatan', 'istri', 'semua', 'jadi', 'ringan', 'semoga', 'awet']","['mantap', 'barang', 'original', 'sesuai', 'diskripsi', 'sangat', 'membantu', 'kegiatan', 'istri', 'semua', 'jadi', 'ringan', 'semoga', 'awet']","['mantap', 'barang', 'sesuai', 'diskripsi', 'membantu', 'kegiatan', 'istri', 'ringan', 'semoga', 'awet']","['mantap', 'barang', 'sesuai', 'skripsi', 'bantu', 'giat', 'istri', 'ringan', 'moga', 'awet']",mantap barang sesuai skripsi bantu giat istri ringan moga awet
6 hari lalu,POLYTRON Bluetooth Speaker PMA 9526 /B,bintang 3,0,"utk pengiriman baiknya disertakan nomor resi,  dan diupdate di tokopedia sehingga customer bs melihat progress pengiriman sampai dimana.  jangan bilangnya sudah masuk pengi. . .  ",utk pengiriman baiknya disertakan nomor resi dan diupdate di tokopedia sehingga customer bs melihat progress pengiriman sampai dimana jangan bilangnya sudah masuk pengi,"['utk', 'pengiriman', 'baiknya', 'disertakan', 'nomor', 'resi', 'dan', 'diupdate', 'di', 'tokopedia', 'sehingga', 'customer', 'bs', 'melihat', 'progress', 'pengiriman', 'sampai', 'dimana', 'jangan', 'bilangnya', 'sudah', 'masuk', 'pengi']","['untuk', 'pengiriman', 'baiknya', 'disertakan', 'nomor', 'resi', 'dan', 'diupdate', 'di', 'tokopedia', 'sehingga', 'customer', 'bisa', 'melihat', 'progress', 'pengiriman', 'sampai', 'dimana', 'jangan', 'bilangnya', 'sudah', 'masuk', 'pengi']","['pengiriman', 'baiknya', 'disertakan', 'nomor', 'resi', 'diupdate', 'tokopedia', 'pengiriman', 'dimana', 'bilangnya', 'masuk', 'pengi']","['kirim', 'baik', 'serta', 'nomor', 'resi', 'diupdate', 'tokopedia', 'kirim', 'mana', 'bilang', 'masuk', 'pengi']",kirim baik serta nomor resi diupdate tokopedia kirim mana bilang masuk pengi
6 hari lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,bintang 4,1,barqng bagus hanya pengiriman lama perlu ditingkatkan pelayqnan. terima kasih,barqng bagus hanya pengiriman lama perlu ditingkatkan pelayqnan terima kasih,"['barqng', 'bagus', 'hanya', 'pengiriman', 'lama', 'perlu', 'ditingkatkan', 'pelayqnan', 'terima', 'kasih']","['barqng', 'bagus', 'hanya', 'pengiriman', 'lama', 'perlu', 'ditingkatkan', 'pelayqnan', 'terima', 'kasih']","['barqng', 'bagus', 'pengiriman', 'ditingkatkan', 'pelayqnan', 'terima', 'kasih']","['barqng', 'bagus', 'kirim', 'tingkat', 'pelayqnan', 'terima', 'kasih']",barqng bagus kirim tingkat pelayqnan terima kasih
6 hari lalu,POLYTRON Kulkas 2 Pintu Belleza 210 liter PRM 21DMY,bintang 5,1,barang sampai dengan aman,barang sampai dengan aman,"['barang', 'sampai', 'dengan', 'aman']","['barang', 'sampai', 'dengan', 'aman']","['barang', 'aman']","['barang', 'aman']",barang aman
6 hari lalu,POLYTRON Kulkas 2 Pintu Belleza JUMBO Inverter 240 Liter PRW 25VX,bintang 5,1,"sejauh ini barang bagus,  sudah 5bln pemakaian",sejauh ini barang bagus sudah bln pemakaian,"['sejauh', 'ini', 'barang', 'bagus', 'sudah', 'bln', 'pemakaian']","['sejauh', 'ini', 'barang', 'bagus', 'sudah', 'bulan', 'pemakaian']","['barang', 'bagus', 'pemakaian']","['barang', 'bagus', 'pakai']",barang bagus pakai
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 7.5 KG PAW 75517,bintang 5,1,sudah di terima dengan baik. ,sudah di terima dengan baik,"['sudah', 'di', 'terima', 'dengan', 'baik']","['sudah', 'di', 'terima', 'dengan', 'baik']",['terima'],['terima'],terima
1 minggu lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,bintang 5,1,bagus juga tv nya dan suara soundbar nya juga mantap,bagus juga tv nya dan suara soundbar nya juga mantap,"['bagus', 'juga', 'tv', 'nya', 'dan', 'suara', 'soundbar', 'nya', 'juga', 'mantap']","['bagus', 'juga', 'tv', 'nya', 'dan', 'suara', 'soundbar', 'nya', 'juga', 'mantap']","['bagus', 'tv', 'nya', 'suara', 'soundbar', 'nya', 'mantap']","['bagus', 'tv', 'nya', 'suara', 'soundbar', 'nya', 'mantap']",bagus tv nya suara soundbar nya mantap
1 minggu lalu,Polytron AC SMART Neuva Pro SMART AC 1/2 PK PAC 05VZS,bintang 5,1,pengiriman tepat waktu. .  barang original karena official,pengiriman tepat waktu barang original karena official,"['pengiriman', 'tepat', 'waktu', 'barang', 'original', 'karena', 'official']","['pengiriman', 'tepat', 'waktu', 'barang', 'original', 'karena', 'official']","['pengiriman', 'barang']","['kirim', 'barang']",kirim barang
1 minggu lalu,POLYTRON Kulkas 2 Pintu Beauty Steel 240 liter PRB 287LB,bintang 5,1,"bisa muat banyak mutu terjamin sni barangnya original 👍 ada garansi resmi desainnya elegan ✨ gampang dipakai proses pesanan cepat packaging aman 🙏
cek out 2 februari,  p. . .  ",bisa muat banyak mutu terjamin sni barangnya original ada garansi resmi desainnya elegan gampang dipakai proses pesanan cepat packaging aman cek out februari,"['bisa', 'muat', 'banyak', 'mutu', 'terjamin', 'sni', 'barangnya', 'original', 'ada', 'garansi', 'resmi', 'desainnya', 'elegan', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'cek', 'out', 'februari']","['bisa', 'muat', 'banyak', 'mutu', 'terjamin', 'sni', 'barangnya', 'original', 'ada', 'garansi', 'resmi', 'desainnya', 'elegan', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'cek', 'out', 'februari']","['muat', 'mutu', 'terjamin', 'sni', 'barangnya', 'garansi', 'resmi', 'desainnya', 'elegan', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'cek', 'februari']","['muat', 'mutu', 'jamin', 'sni', 'barang', 'garansi', 'resmi', 'desain', 'elegan', 'gampang', 'pakai', 'proses', 'pesan', 'cepat', 'packaging', 'aman', 'cek', 'februari']",muat mutu jamin sni barang garansi resmi desain elegan gampang pakai proses pesan cepat packaging aman cek februari
1 minggu lalu,POLYTRON Professional Active Speaker PAS PRO12F6,bintang 5,1,"maaf br kasih ulasan skrg
kualitas bagus",maaf br kasih ulasan skrg kualitas bagus,"['maaf', 'br', 'kasih', 'ulasan', 'skrg', 'kualitas', 'bagus']","['maaf', 'baru', 'kasih', 'ulasan', 'sekarang', 'kualitas', 'bagus']","['maaf', 'kasih', 'ulasan', 'kualitas', 'bagus']","['maaf', 'kasih', 'ulas', 'kualitas', 'bagus']",maaf kasih ulas kualitas bagus
1 minggu lalu,POLYTRON Smart Projector - PLP 91LFA 120 Inch FHD,bintang 3,0,"cs ditanya delivery,  jawab normatip seperti robot,  spt tidak ada kepastian. . 
delivery leleeet  info 2 - 7 hari tp delay 8 hari total 15 hari dari pembelian,  padahal barang. . .  ",cs ditanya delivery jawab normatip seperti robot spt tidak ada kepastian delivery leleeet info hari tp delay hari total hari dari pembelian padahal barang,"['cs', 'ditanya', 'delivery', 'jawab', 'normatip', 'seperti', 'robot', 'spt', 'tidak', 'ada', 'kepastian', 'delivery', 'leleeet', 'info', 'hari', 'tp', 'delay', 'hari', 'total', 'hari', 'dari', 'pembelian', 'padahal', 'barang']","['cs', 'ditanya', 'delivery', 'jawab', 'normatip', 'seperti', 'robot', 'seperti', 'tidak', 'ada', 'kepastian', 'delivery', 'leleeet', 'info', 'hari', 'tapi', 'delay', 'hari', 'total', 'hari', 'dari', 'pembelian', 'padahal', 'barang']","['cs', 'normatip', 'tidak', 'kepastian', 'leleeet', 'info', 'pembelian', 'barang']","['cs', 'normatip', 'tidak', 'pasti', 'leleeet', 'info', 'beli', 'barang']",cs normatip tidak pasti leleeet info beli barang
1 minggu lalu,"POLYTRON SMART DIGITAL TV 24""  PLD 24CV1869",bintang 5,1,"terimakasih topet
semoga awet",terimakasih topet semoga awet,"['terimakasih', 'topet', 'semoga', 'awet']","['terimakasih', 'topet', 'semoga', 'awet']","['terimakasih', 'topet', 'semoga', 'awet']","['terimakasih', 'topet', 'moga', 'awet']",terimakasih topet moga awet
1 minggu lalu,POLYTRON New Belleza Big Liter Kulkas 2 Pintu PRM 495X,bintang 5,1,"barang yang datang,  sesuai dengan barang yang dipesan,  ga ada cacat,  datang mulus",barang yang datang sesuai dengan barang yang dipesan ga ada cacat datang mulus,"['barang', 'yang', 'datang', 'sesuai', 'dengan', 'barang', 'yang', 'dipesan', 'ga', 'ada', 'cacat', 'datang', 'mulus']","['barang', 'yang', 'datang', 'sesuai', 'denenggakn', 'barang', 'yang', 'dipesan', 'enggak', 'ada', 'cacat', 'datang', 'mulus']","['barang', 'sesuai', 'denenggakn', 'barang', 'dipesan', 'enggak', 'cacat', 'mulus']","['barang', 'sesuai', 'denenggakn', 'barang', 'pes', 'enggak', 'cacat', 'mulus']",barang sesuai denenggakn barang pes enggak cacat mulus
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 9 KG PAW 90518B,bintang 5,1,mantaaaaaps sesuai ekspektasi,mantaaaaaps sesuai ekspektasi,"['mantaaaaaps', 'sesuai', 'ekspektasi']","['mantaaaaaps', 'sesuai', 'ekspektasi']","['mantaaaaaps', 'sesuai', 'ekspektasi']","['mantaaaaaps', 'sesuai', 'ekspektasi']",mantaaaaaps sesuai ekspektasi
1 minggu lalu,POLYTRON Kulkas 2 Pintu Beauty metal door 210 liter PRB 219,bintang 5,1,"barang sudah sampai,  thx seller +  tokped",barang sudah sampai thx seller tokped,"['barang', 'sudah', 'sampai', 'thx', 'seller', 'tokped']","['barang', 'sudah', 'sampai', 'thx', 'seller', 'tokped']","['barang', 'thx', 'tokped']","['barang', 'thx', 'tokped']",barang thx tokped
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung 8 KG PAW 8029Y,bintang 5,1,"barang oke,  sampai cepat cuma 4 hari walaupun lokasi bali timur.  nota lengkap kartu garansi",barang oke sampai cepat cuma hari walaupun lokasi bali timur nota lengkap kartu garansi,"['barang', 'oke', 'sampai', 'cepat', 'cuma', 'hari', 'walaupun', 'lokasi', 'bali', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']","['barang', 'oke', 'sampai', 'cepat', 'cuma', 'hari', 'walaupun', 'lokasi', 'bali', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']","['barang', 'oke', 'cepat', 'lokasi', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']","['barang', 'oke', 'cepat', 'lokasi', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']",barang oke cepat lokasi timur nota lengkap kartu garansi
1 minggu lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,bintang 5,1,barang bagus. .  berfungsi dengan baik. .  pengirimannya juga cepat,barang bagus berfungsi dengan baik pengirimannya juga cepat,"['barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengirimannya', 'juga', 'cepat']","['barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengirimannya', 'juga', 'cepat']","['barang', 'bagus', 'berfungsi', 'pengirimannya', 'cepat']","['barang', 'bagus', 'fungsi', 'kirim', 'cepat']",barang bagus fungsi kirim cepat
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 10 KG PAW 10518B,bintang 5,1,cuma agak lama aja pengirimanya,cuma agak lama aja pengirimanya,"['cuma', 'agak', 'lama', 'aja', 'pengirimanya']","['cuma', 'agak', 'lama', 'saja', 'pengirimanya']",['pengirimanya'],['pengirimanya'],pengirimanya
1 minggu lalu,POLYTRON Kulkas 2 Pintu Belleza 220 liter PRM 23DMY,bintang 5,1,"barang sesuai deskripsi,  bagus,  harga murah
banyak diskon
pengiriman aman
semoga awet",barang sesuai deskripsi bagus harga murah banyak diskon pengiriman aman semoga awet,"['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'banyak', 'diskon', 'pengiriman', 'aman', 'semoga', 'awet']","['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'banyak', 'diskon', 'pengiriman', 'aman', 'semoga', 'awet']","['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'diskon', 'pengiriman', 'aman', 'semoga', 'awet']","['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'diskon', 'kirim', 'aman', 'moga', 'awet']",barang sesuai deskripsi bagus harga murah diskon kirim aman moga awet
1 minggu lalu,POLYTRON 4K UHD Smart Cinemax Soundbar Google TV 50 Inch PLD 50BUG5959,bintang 3,0,pengirimannya prlu ditingkatkan lagi shg pembeli merasa puas,pengirimannya prlu ditingkatkan lagi shg pembeli merasa puas,"['pengirimannya', 'prlu', 'ditingkatkan', 'lagi', 'shg', 'pembeli', 'merasa', 'puas']","['pengirimannya', 'perlu', 'ditingkatkan', 'lagi', 'shg', 'pembeli', 'merasa', 'puas']","['pengirimannya', 'ditingkatkan', 'shg', 'pembeli', 'puas']","['kirim', 'tingkat', 'shg', 'beli', 'puas']",kirim tingkat shg beli puas
1 minggu lalu,POLYTRON Kulkas 1 Pintu Metallic 150 Liter PRB 157P,bintang 3,0,"penyok sedikit,  tapi tidak masalah cuma jadi kurang sempurna aja. ",penyok sedikit tapi tidak masalah cuma jadi kurang sempurna aja,"['penyok', 'sedikit', 'tapi', 'tidak', 'masalah', 'cuma', 'jadi', 'kurang', 'sempurna', 'aja']","['penyok', 'sedikit', 'tapi', 'tidak', 'masalah', 'cuma', 'jadi', 'kurang', 'sempurna', 'saja']","['penyok', 'tidak', 'sempurna']","['penyok', 'tidak', 'sempurna']",penyok tidak sempurna
1 minggu lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,bintang 5,1,cakep barang nya,cakep barang nya,"['cakep', 'barang', 'nya']","['cakep', 'barang', 'nya']","['cakep', 'barang', 'nya']","['cakep', 'barang', 'nya']",cakep barang nya
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 9 KG PAW 90518B,bintang 3,0,"barang datang sudah ada penyokan,  bekas d kardusnya pun ada",barang datang sudah ada penyokan bekas kardusnya pun ada,"['barang', 'datang', 'sudah', 'ada', 'penyokan', 'bekas', 'kardusnya', 'pun', 'ada']","['barang', 'datang', 'sudah', 'ada', 'penyokan', 'bekas', 'kardusnya', 'pun', 'ada']","['barang', 'penyokan', 'bekas', 'kardusnya']","['barang', 'penyok', 'bekas', 'kardus']",barang penyok bekas kardus
