Tanggal,Produk,Ulasan,Cleaning,Tokenizing,Normalisasi
1 minggu lalu,POLYTRON New Belleza Big Liter Kulkas 2 Pintu PRM 495X,"barang yang datang,  sesuai dengan barang yang dipesan,  ga ada cacat,  datang mulus",barang yang datang sesuai dengan barang yang dipesan ga ada cacat datang mulus,"['barang', 'yang', 'datang', 'sesuai', 'dengan', 'barang', 'yang', 'dipesan', 'ga', 'ada', 'cacat', 'datang', 'mulus']","['barang', 'yang', 'datang', 'sesuai', 'denenggakn', 'barang', 'yang', 'dipesan', 'enggak', 'ada', 'cacat', 'datang', 'mulus']"
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 9 KG PAW 90518B,mantaaaaaps sesuai ekspektasi,mantaaaaaps sesuai ekspektasi,"['mantaaaaaps', 'sesuai', 'ekspektasi']","['mantaaaaaps', 'sesuai', 'ekspektasi']"
1 minggu lalu,POLYTRON Kulkas 2 Pintu Beauty metal door 210 liter PRB 219,"barang sudah sampai,  thx seller + tokped",barang sudah sampai thx seller tokped,"['barang', 'sudah', 'sampai', 'thx', 'seller', 'tokped']","['barang', 'sudah', 'sampai', 'thx', 'seller', 'tokped']"
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung 8 KG PAW 8029Y,"barang oke,  sampai cepat cuma 4 hari walaupun lokasi bali timur.  nota lengkap kartu garansi",barang oke sampai cepat cuma hari walaupun lokasi bali timur nota lengkap kartu garansi,"['barang', 'oke', 'sampai', 'cepat', 'cuma', 'hari', 'walaupun', 'lokasi', 'bali', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']","['barang', 'oke', 'sampai', 'cepat', 'cuma', 'hari', 'walaupun', 'lokasi', 'bali', 'timur', 'nota', 'lengkap', 'kartu', 'garansi']"
1 minggu lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,barang bagus. .  berfungsi dengan baik. .  pengirimannya juga cepat,barang bagus berfungsi dengan baik pengirimannya juga cepat,"['barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengirimannya', 'juga', 'cepat']","['barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengirimannya', 'juga', 'cepat']"
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 10 KG PAW 10518B,cuma agak lama aja pengirimanya,cuma agak lama aja pengirimanya,"['cuma', 'agak', 'lama', 'aja', 'pengirimanya']","['cuma', 'agak', 'lama', 'saja', 'pengirimanya']"
1 minggu lalu,POLYTRON Kulkas 2 Pintu Belleza 220 liter PRM 23DMY,"barang sesuai deskripsi,  bagus,  harga murah
banyak diskon
pengiriman aman
semoga awet",barang sesuai deskripsi bagus harga murah banyak diskon pengiriman aman semoga awet,"['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'banyak', 'diskon', 'pengiriman', 'aman', 'semoga', 'awet']","['barang', 'sesuai', 'deskripsi', 'bagus', 'harga', 'murah', 'banyak', 'diskon', 'pengiriman', 'aman', 'semoga', 'awet']"
1 minggu lalu,POLYTRON 4K UHD Smart Cinemax Soundbar Google TV 50 Inch PLD 50BUG5959,pengirimannya prlu ditingkatkan lagi shg pembeli merasa puas,pengirimannya prlu ditingkatkan lagi shg pembeli merasa puas,"['pengirimannya', 'prlu', 'ditingkatkan', 'lagi', 'shg', 'pembeli', 'merasa', 'puas']","['pengirimannya', 'perlu', 'ditingkatkan', 'lagi', 'shg', 'pembeli', 'merasa', 'puas']"
1 minggu lalu,POLYTRON Kulkas 1 Pintu Metallic 150 Liter PRB 157P,"penyok sedikit,  tapi tidak masalah cuma jadi kurang sempurna aja. ",penyok sedikit tapi tidak masalah cuma jadi kurang sempurna aja ,"['penyok', 'sedikit', 'tapi', 'tidak', 'masalah', 'cuma', 'jadi', 'kurang', 'sempurna', 'aja', '']","['penyok', 'sedikit', 'tapi', 'tidak', 'masalah', 'cuma', 'jadi', 'kurang', 'sempurna', 'saja', '']"
1 minggu lalu,POLYTRON Cinemax Digital TV 24 inch PLD 24TV1855,cakep barang nya,cakep barang nya,"['cakep', 'barang', 'nya']","['cakep', 'barang', 'nya']"
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 9 KG PAW 90518B,"barang datang sudah ada penyokan,  bekas d kardusnya pun ada",barang datang sudah ada penyokan bekas  kardusnya pun ada,"['barang', 'datang', 'sudah', 'ada', 'penyokan', 'bekas', '', 'kardusnya', 'pun', 'ada']","['barang', 'datang', 'sudah', 'ada', 'penyokan', 'bekas', '', 'kardusnya', 'pun', 'ada']"
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 8 KG PAW 8028,mantap punyaaaaa,mantap punyaaaaa,"['mantap', 'punyaaaaa']","['mantap', 'punyaaaaa']"
1 minggu lalu,"POLYTRON DIGITAL LED TV 32"" PLD 32V1853",alhamdulillah sudah sampai. ,alhamdulillah sudah sampai ,"['alhamdulillah', 'sudah', 'sampai', '']","['alhamdulillah', 'sudah', 'sampai', '']"
1 minggu lalu,POLYTRON Bluetooth Speaker PMA 9310 /BG,"barang paket sudah sampai di terima dengan selamat,  pengiriman barang paket cepat dan aman melalui cargo,  kwalitas barang bagus original suara mantap penampilan oke polyt. . .  ",barang paket sudah sampai di terima dengan selamat pengiriman barang paket cepat dan aman melalui cargo kwalitas barang bagus original suara mantap penampilan oke polyt ,"['barang', 'paket', 'sudah', 'sampai', 'di', 'terima', 'dengan', 'selamat', 'pengiriman', 'barang', 'paket', 'cepat', 'dan', 'aman', 'melalui', 'cargo', 'kwalitas', 'barang', 'bagus', 'original', 'suara', 'mantap', 'penampilan', 'oke', 'polyt', '']","['barang', 'paket', 'sudah', 'sampai', 'di', 'terima', 'dengan', 'selamat', 'pengiriman', 'barang', 'paket', 'cepat', 'dan', 'aman', 'melalui', 'cargo', 'kwalitas', 'barang', 'bagus', 'original', 'suara', 'mantap', 'penampilan', 'oke', 'polyt', '']"
1 minggu lalu,POLYTRON Primadona Giant Mesin cuci 2 tabung 14 Kg PWM 1403,semoga lancar dan tahan lama,semoga lancar dan tahan lama,"['semoga', 'lancar', 'dan', 'tahan', 'lama']","['semoga', 'lancar', 'dan', 'tahan', 'lama']"
1 minggu lalu,POLYTRON Active Speaker PAS 8F12,"mantap sesuai pesanan, dan deskripsi , , pakingnya aman,  kualitas original semua berfungsi dengan baik . . . maaf ga bisa kasi foto buat loading susah. . . cukup bintang yg berbic. . .  ",mantap sesuai pesanan dan deskripsi pakingnya aman kualitas original semua berfungsi dengan baik maaf ga bisa kasi foto buat loading susah cukup bintang yg berbic ,"['mantap', 'sesuai', 'pesanan', 'dan', 'deskripsi', 'pakingnya', 'aman', 'kualitas', 'original', 'semua', 'berfungsi', 'dengan', 'baik', 'maaf', 'ga', 'bisa', 'kasi', 'foto', 'buat', 'loading', 'susah', 'cukup', 'bintang', 'yg', 'berbic', '']","['mantap', 'sesuai', 'pesanan', 'dan', 'deskripsi', 'pakingnya', 'aman', 'kualitas', 'original', 'semua', 'berfungsi', 'denenggakn', 'baik', 'maaf', 'enggak', 'bisa', 'kasih', 'foto', 'buat', 'loading', 'susah', 'cukup', 'bintang', 'yang', 'berbic', '']"
1 minggu lalu,POLYTRON Kulkas 1 Pintu Beauty Steel 170 liter PRB 177LB,mantap kulkasnya dingin. . ,mantap kulkasnya dingin ,"['mantap', 'kulkasnya', 'dingin', '']","['mantap', 'kulkasnya', 'dingin', '']"
1 minggu lalu,POLYTRON Kulkas Mini 50 liter PRH 51R,barang original berfunvsi dengan baik,barang original berfunvsi dengan baik,"['barang', 'original', 'berfunvsi', 'dengan', 'baik']","['barang', 'original', 'berfunvsi', 'dengan', 'baik']"
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Hijab 9 KG PAW 90518B,pengiriman cepat,pengiriman cepat,"['pengiriman', 'cepat']","['pengiriman', 'cepat']"
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic Laguna Hijab 10 KG PAW 1028,"baru beli barang gak bisa di pake,  udh panggil teknisi bener eh rusak lagi sampe 5x bolak balik panggil teknisi nya buat benerin tp gak lama rusak lagi.  parah",baru beli barang gak bisa di pake udh panggil teknisi bener eh rusak lagi sampe  bolak balik panggil teknisi nya buat benerin tp gak lama rusak lagi parah,"['baru', 'beli', 'barang', 'gak', 'bisa', 'di', 'pake', 'udh', 'panggil', 'teknisi', 'bener', 'eh', 'rusak', 'lagi', 'sampe', '', 'bolak', 'balik', 'panggil', 'teknisi', 'nya', 'buat', 'benerin', 'tp', 'gak', 'lama', 'rusak', 'lagi', 'parah']","['baru', 'beli', 'barang', 'engenggak', 'bisa', 'di', 'pakai', 'sudah', 'panggil', 'teknisi', 'benar', 'eh', 'rusak', 'lagi', 'sampai', '', 'bolak', 'balik', 'panggil', 'teknisi', 'nya', 'buat', 'benarin', 'tapi', 'engenggak', 'lama', 'rusak', 'lagi', 'parah']"
1 minggu lalu,POLYTRON Multimedia Speaker PMA 9310 /BG,bombastis,bombastis,['bombastis'],['bombastis']
1 minggu lalu,POLYTRON Professional Active Speaker PAS PRO12F6,"mantab. . . . 
suaranya bagus
semoga awet. . . polytron memang kebanggaan dalam negeri. ",mantab suaranya bagus semoga awet polytron memang kebanggaan dalam negeri ,"['mantab', 'suaranya', 'bagus', 'semoga', 'awet', 'polytron', 'memang', 'kebanggaan', 'dalam', 'negeri', '']","['mantab', 'suaranya', 'bagus', 'semoga', 'awet', 'polytron', 'memang', 'kebanggaan', 'dalam', 'negeri', '']"
1 minggu lalu,Polytron Party Speaker Bluetooth Karaoke Portable Wireless PPS 8L22,"barang baru di kirim di hari ke 7 sejak tanggal pemesanan dan barang di terima di hari ke 8.  
itupun karena di komplain duluan dg melibatkan pihak tokopedia care service. . . .  ",barang baru di kirim di hari ke sejak tanggal pemesanan dan barang di terima di hari ke itupun karena di komplain duluan dg melibatkan pihak tokopedia care service ,"['barang', 'baru', 'di', 'kirim', 'di', 'hari', 'ke', 'sejak', 'tanggal', 'pemesanan', 'dan', 'barang', 'di', 'terima', 'di', 'hari', 'ke', 'itupun', 'karena', 'di', 'komplain', 'duluan', 'dg', 'melibatkan', 'pihak', 'tokopedia', 'care', 'service', '']","['barang', 'baru', 'di', 'kirim', 'di', 'hari', 'ke', 'sejak', 'tanggal', 'pemesanan', 'dan', 'barang', 'di', 'terima', 'di', 'hari', 'ke', 'itupun', 'karena', 'di', 'komplain', 'duluan', 'dengan', 'melibatkan', 'pihak', 'tokopedia', 'care', 'service', '']"
1 minggu lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 9 KG PWM 9076,mantul bosqu semoga awet ya 😁,mantul bosqu semoga awet ya ,"['mantul', 'bosqu', 'semoga', 'awet', 'ya', '']","['mantul', 'bosqu', 'semoga', 'awet', 'ya', '']"
1 minggu lalu,POLYTRON Mesin Cuci 1 Tabung Zeromatic series Hijab 8.5 KG PAW 8527,pengiriman cepat dan aman karena pengiriman dari toko sendiri.  barang udah pasti ori harga murah.  puas banget belanja disini,pengiriman cepat dan aman karena pengiriman dari toko sendiri barang udah pasti ori harga murah puas banget belanja disini,"['pengiriman', 'cepat', 'dan', 'aman', 'karena', 'pengiriman', 'dari', 'toko', 'sendiri', 'barang', 'udah', 'pasti', 'ori', 'harga', 'murah', 'puas', 'banget', 'belanja', 'disini']","['pengiriman', 'cepat', 'dan', 'aman', 'karena', 'pengiriman', 'dari', 'toko', 'sendiri', 'barang', 'sudah', 'pasti', 'orisinal', 'harga', 'murah', 'puas', 'banget', 'belanja', 'disini']"
1 minggu lalu,POLYTRON Kulkas 1 Pintu Belleza 180 liter PRA 18Z,keren,keren,['keren'],['keren']
1 minggu lalu,POLYTRON Smart Cinemax Android TV 43 inch PLD 43TAG9959,"produk diterima dalam kondisi baik,  layanan seller baik,  semoga produknya awet,  recommended seller",produk diterima dalam kondisi baik layanan seller baik semoga produknya awet recommended seller,"['produk', 'diterima', 'dalam', 'kondisi', 'baik', 'layanan', 'seller', 'baik', 'semoga', 'produknya', 'awet', 'recommended', 'seller']","['produk', 'diterima', 'dalam', 'kondisi', 'baik', 'layanan', 'seller', 'baik', 'semoga', 'produknya', 'awet', 'recommended', 'seller']"
1 minggu lalu,POLYTRON Multimedia Speaker PMA 9527 /BA,"barang sesuai pic tokonya amanah,  pengirimanya yg lama",barang sesuai pic tokonya amanah pengirimanya yg lama,"['barang', 'sesuai', 'pic', 'tokonya', 'amanah', 'pengirimanya', 'yg', 'lama']","['barang', 'sesuai', 'pic', 'tokonya', 'amanah', 'pengirimanya', 'yang', 'lama']"
1 minggu lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 7 KG PWM 7076,"barang nyampe dengan baik,  kurir ok,  lengkap,  semua terimakasih",barang nyampe dengan baik kurir ok lengkap semua terimakasih,"['barang', 'nyampe', 'dengan', 'baik', 'kurir', 'ok', 'lengkap', 'semua', 'terimakasih']","['barang', 'sampai', 'dengan', 'baik', 'kurir', 'ok', 'lengkap', 'semua', 'terimakasih']"
1 minggu lalu,POLYTRON Dispenser Galon Bawah Hydra dengan UV PWC 778UV,gratis ongkir pengiriman cepat. . .  mantappp pokoknya. smg awet,gratis ongkir pengiriman cepat mantappp pokoknya smg awet,"['gratis', 'ongkir', 'pengiriman', 'cepat', 'mantappp', 'pokoknya', 'smg', 'awet']","['gratis', 'ongkir', 'pengiriman', 'cepat', 'mantap', 'pokoknya', 'semoga', 'awet']"
1 minggu lalu,POLYTRON Multimedia Speaker PMA 9310 /BG,mantappp,mantappp,['mantappp'],['mantap']
1 minggu lalu,"POLYTRON DIGITAL LED TV 32"" PLD 32V1853","barang sesuai deskripsi,  packing aman pake kayu",barang sesuai deskripsi packing aman pake kayu,"['barang', 'sesuai', 'deskripsi', 'packing', 'aman', 'pake', 'kayu']","['barang', 'sesuai', 'deskripsi', 'packing', 'aman', 'pakai', 'kayu']"
1 minggu lalu,Polytron AC SMART Neuva Pro SMART AC 1/2 PK PAC 05VZS,"bagus,  aplikasi nyala,  polytron cooperative membantu . . . ",bagus aplikasi nyala polytron cooperative membantu ,"['bagus', 'aplikasi', 'nyala', 'polytron', 'cooperative', 'membantu', '']","['bagus', 'aplikasi', 'nyala', 'polytron', 'cooperative', 'membantu', '']"
1 minggu lalu,POLYTRON Dispenser Galon Bawah PWC 600,"oke ,  tapi pengiriman lama h+4 baru sampe padahal tinggal dijakarta selatan",oke tapi pengiriman lama  baru sampe padahal tinggal dijakarta selatan,"['oke', 'tapi', 'pengiriman', 'lama', '', 'baru', 'sampe', 'padahal', 'tinggal', 'dijakarta', 'selatan']","['oke', 'tapi', 'pengiriman', 'lama', '', 'baru', 'sampai', 'padahal', 'tinggal', 'dijakarta', 'selatan']"
1 minggu lalu,POLYTRON Active Speaker PAS 8CF28,"barangnya bagus
suaranya joss
pengiriman cukup cepat",barangnya bagus suaranya joss pengiriman cukup cepat,"['barangnya', 'bagus', 'suaranya', 'joss', 'pengiriman', 'cukup', 'cepat']","['barangnya', 'bagus', 'suaranya', 'joss', 'pengiriman', 'cukup', 'cepat']"
1 minggu lalu,POLYTRON Mesin Cuci 2 Tabung Giant Series Hijab 10 KG PWM 1076,alhamdulillah barang dteng dengan selamat.  mesin cuci baru mengganti polytron model lama. mudah2an lebih awet dari yg kmrn. ,alhamdulillah barang dteng dengan selamat mesin cuci baru mengganti polytron model lama mudahan lebih awet dari yg kmrn ,"['alhamdulillah', 'barang', 'dteng', 'dengan', 'selamat', 'mesin', 'cuci', 'baru', 'mengganti', 'polytron', 'model', 'lama', 'mudahan', 'lebih', 'awet', 'dari', 'yg', 'kmrn', '']","['alhamdulillah', 'barang', 'datang', 'dengan', 'selamat', 'mesin', 'cuci', 'baru', 'mengganti', 'polytron', 'model', 'lama', 'mudahan', 'lebih', 'awet', 'dari', 'yang', 'kemarin', '']"
2 minggu lalu,POLYTRON Kulkas 1 Pintu Belleza 170 liter PRA 17Z,"mantap,  keren kulkasnya.  tadinya pengen yang pra 18z,  tapi keburu abis. . .  huhu",mantap keren kulkasnya tadinya pengen yang pra  tapi keburu abis huhu,"['mantap', 'keren', 'kulkasnya', 'tadinya', 'pengen', 'yang', 'pra', '', 'tapi', 'keburu', 'abis', 'huhu']","['mantap', 'keren', 'kulkasnya', 'tadinya', 'pengin', 'yang', 'pra', '', 'tapi', 'keburu', 'habis', 'huhu']"
2 minggu lalu,POLYTRON Belleza JUMBO Inverter Kulkas 2 Pintu 220 Liter PRW 23VX,keren,keren,['keren'],['keren']
2 minggu lalu,POLYTRON Active Speaker PAS 8EF22,"barang sesuai deskripsi, bagus dan berfungsi dgn baik. harga ekonomis dan ada potongan harga.  pengiriman cepat.  seller ramah.  terimakasih. . ",barang sesuai deskripsi bagus dan berfungsi dgn baik harga ekonomis dan ada potongan harga pengiriman cepat seller ramah terimakasih ,"['barang', 'sesuai', 'deskripsi', 'bagus', 'dan', 'berfungsi', 'dgn', 'baik', 'harga', 'ekonomis', 'dan', 'ada', 'potongan', 'harga', 'pengiriman', 'cepat', 'seller', 'ramah', 'terimakasih', '']","['barang', 'sesuai', 'deskripsi', 'bagus', 'dan', 'berfungsi', 'dengan', 'baik', 'harga', 'ekonomis', 'dan', 'ada', 'potongan', 'harga', 'pengiriman', 'cepat', 'seller', 'ramah', 'terimakasih', '']"
2 minggu lalu,POLYTRON Mesin Cuci 2 tabung 8Kg Primadona Giant PWM 801,bagus sih.  cuman lama prosesnya.  pengirimannya cukup lah yapakai kurir toko soalnya,bagus sih cuman lama prosesnya pengirimannya cukup lah yapakai kurir toko soalnya,"['bagus', 'sih', 'cuman', 'lama', 'prosesnya', 'pengirimannya', 'cukup', 'lah', 'yapakai', 'kurir', 'toko', 'soalnya']","['bagus', 'sih', 'cuman', 'lama', 'prosesnya', 'pengirimannya', 'cukup', 'lah', 'yapakai', 'kurir', 'toko', 'soalnya']"
2 minggu lalu,POLYTRON Professional Active Speaker PAS PRO15F3,semua berfungsi sbagai mana mestinya,semua berfungsi sbagai mana mestinya,"['semua', 'berfungsi', 'sbagai', 'mana', 'mestinya']","['semua', 'berfungsi', 'sebagai', 'mana', 'mestinya']"
2 minggu lalu,POLYTRON New Belleza Inverter Kulkas 2 pintu Side by side PRS 460B,"garansi cukup lama
spesifikasi bagus
ukuran cukup luas,  kemudahan menggunakan juga sangan mudah,  daya listrik low watt,  pengiriman cepet kurir amanah baik,  dinkirim pas t. . .  ",garansi cukup lama spesifikasi bagus ukuran cukup luas kemudahan menggunakan juga sangan mudah daya listrik low watt pengiriman cepet kurir amanah baik dinkirim pas  ,"['garansi', 'cukup', 'lama', 'spesifikasi', 'bagus', 'ukuran', 'cukup', 'luas', 'kemudahan', 'menggunakan', 'juga', 'sangan', 'mudah', 'daya', 'listrik', 'low', 'watt', 'pengiriman', 'cepet', 'kurir', 'amanah', 'baik', 'dinkirim', 'pas', '', '']","['garansi', 'cukup', 'lama', 'spesifikasi', 'bagus', 'ukuran', 'cukup', 'luas', 'kemudahan', 'menggunakan', 'juga', 'sangan', 'mudah', 'daya', 'listrik', 'low', 'watt', 'pengiriman', 'cepat', 'kurir', 'amanah', 'baik', 'dinkirim', 'pas', '', '']"
2 minggu lalu,POLYTRON Multimedia Speaker PMA 9310 /BG,"recommended seller dgn fasilitas ongkir tokonya,  👍👍👍👍👍⭐⭐⭐⭐⭐",recommended seller dgn fasilitas ongkir tokonya ,"['recommended', 'seller', 'dgn', 'fasilitas', 'ongkir', 'tokonya', '']","['recommended', 'seller', 'dengan', 'fasilitas', 'ongkir', 'tokonya', '']"
2 minggu lalu,POLYTRON Active Speaker PAS 10DF28,suaranya mantap 🔊,suaranya mantap ,"['suaranya', 'mantap', '']","['suaranya', 'mantap', '']"
2 minggu lalu,Polytron AC Neuva Pro 1 PK PAC 09VZ,sesuai deskripsi,sesuai deskripsi,"['sesuai', 'deskripsi']","['sesuai', 'deskripsi']"
2 minggu lalu,POLYTRON Active Speaker PAS 8F12,"barang mulus,  ori,  sesuai spesifikasi,  kualitas suara mantap.  tks",barang mulus ori sesuai spesifikasi kualitas suara mantap tks,"['barang', 'mulus', 'ori', 'sesuai', 'spesifikasi', 'kualitas', 'suara', 'mantap', 'tks']","['barang', 'mulus', 'orisinal', 'sesuai', 'spesifikasi', 'kualitas', 'suara', 'mantap', 'tks']"
2 minggu lalu,POLYTRON Multimedia Speaker PMA 9526 /B,suara nya bagus .  .  apalagi bass nya mantep 👍👍👍👍,suara nya bagus apalagi bass nya mantep ,"['suara', 'nya', 'bagus', 'apalagi', 'bass', 'nya', 'mantep', '']","['suara', 'nya', 'bagus', 'apalagi', 'bass', 'nya', 'mantap', '']"
2 minggu lalu,"POLYTRON SMART DIGITAL TV 43""  PLD 43CV1569","dari mulai pemesanan hari jum'at baru di proses hari senin,  hari senin juga brg di kirim sampai akhirnya barang datang di hari jum'at berikutnya. .  total proses +. . .  ",dari mulai pemesanan hari jumat baru di proses hari senin hari senin juga brg di kirim sampai akhirnya barang datang di hari jumat berikutnya total proses ,"['dari', 'mulai', 'pemesanan', 'hari', 'jumat', 'baru', 'di', 'proses', 'hari', 'senin', 'hari', 'senin', 'juga', 'brg', 'di', 'kirim', 'sampai', 'akhirnya', 'barang', 'datang', 'di', 'hari', 'jumat', 'berikutnya', 'total', 'proses', '']","['dari', 'mulai', 'pemesanan', 'hari', 'jumat', 'baru', 'di', 'proses', 'hari', 'senin', 'hari', 'senin', 'juga', 'bareng', 'di', 'kirim', 'sampai', 'akhirnya', 'barang', 'datang', 'di', 'hari', 'jumat', 'berikutnya', 'total', 'proses', '']"
2 minggu lalu,POLYTRON Chest Freezer 200 Liter PCF 218,barang pertama yang diterima pintu kulkas penyok.  proses penukaran lama sekali pembelian tanggal 5 januari baru di tukar tgl 1 feb udh nyaris sebulan,barang pertama yang diterima pintu kulkas penyok proses penukaran lama sekali pembelian tanggal januari baru di tukar tgl feb udh nyaris sebulan,"['barang', 'pertama', 'yang', 'diterima', 'pintu', 'kulkas', 'penyok', 'proses', 'penukaran', 'lama', 'sekali', 'pembelian', 'tanggal', 'januari', 'baru', 'di', 'tukar', 'tgl', 'feb', 'udh', 'nyaris', 'sebulan']","['barang', 'pertama', 'yang', 'diterima', 'pintu', 'kulkas', 'penyok', 'proses', 'penukaran', 'lama', 'sekali', 'pembelian', 'tanggal', 'januari', 'baru', 'di', 'tukar', 'tanggal', 'feb', 'sudah', 'nyaris', 'sebulan']"
